ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (July 2019)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
,22,3,3,3,3,2,2,3,3,3,2,3,2,3,4,3,3
,23,2,2,3,2,2,2,3,3,2,2,3,2,2,3,3,3
,24,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3
,Daily Max,3,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4
2019-07-16,01,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3
,02,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3
,03,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2
,08,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,2
,09,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,10,3,2,3,2,2,2,2,3,3,2,2,2,2,4,4,3
,11,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,3
,12,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
,13,3,3,4,3,3,3,3,4,3,3,4,3,4,4,4,4
,14,3,4,4,4,3,3,4,4,3,3,4,3,5*,4,4,4
,15,4,4,4,4,4,3,4,5,3,3,5,4,5*,5,5,5
,16,4,4,4,4,4,4,4,5,4,3,5,4,5,5,5,5
,17,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,5
,18,4,3,4,3,4,4*,4,4,4,4,4,4,4,4,4,5
,19,3,3,4,3,3,3*,4,4,4,4,4,3,4,4,4,4
,20,3,3,4,3,3,3,3,3,3,3,4,3,4,4,4,4
,21,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,22,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3
,23,3,3,3,2,3,2,3,3,3,2,3,3,2,4,3,3
,24,3,3,3,2,3,2,3,3,3,2,3,3,2,4,3,3
,Daily Max,4,4,5,4,4,4,4,5,4,4,5,4,5,5,5,5
2019-07-17,01,3,3,3,2,2,2,3,3,3,2,3,3,2,3,3,3
,02,3,3,3,2,2,2,3,3,3,2,3,2,*,3,3,3
,03,3,3,3,2,2,2,3,2,3,2,3,2,*,3,3,2
,04,3,2,3,2,2,2,3,2,2,2,3,2,2,3,3,2
,05,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3
,06,2,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3
,07,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,08,3,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3
,09,3,3,3,3,3,3,3,3,3,2,3,2,2,4,3,3
,10,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,11,4,4,4,3,4,4,4,4,4,3,4,4,4,5,5,4
,12,5,5,5,4,5,5,5,6,5,4,6,5,5,5,6*,5
,13,6,5,6,5,6,6,6,8,7,6,8,7,6,7,7*,7
,14,8,6,6,7,8,8,6,9,9,9,9,7,8,8,8*,8
,15,9,6,6,8,8,8,6,10+,10+,10,10,8,8,8,8*,8
,16,9,8,7,8,8,8,7,10+,10+,10,10,8,8,8,8*,9
,17,9,9,9,8,8,8,8,10+,10+,10,10+,8,8,9,9*,9
,18,10,9,9,8,8,9,9,10+,10,9,10+,9,8,9,9,9
,19,9,9,9,8,8,8,9,10+,9,9,10+,8,8,8,8,9
,20,8,8,8,6,7,8,8,10,8,8,10+,7,8,7,7,8
,21,7,7,7,5,5,7,7,8,6,7,9,6,7,6,7,7
,22,6,6,6,5,5,6,6,6,5,6,8,5,7,7,6,6
,23,6,5,5,5,5,6,6,5,5,5,7,5,6,6,6,6
,24,5,5,5,4,5,5,5,5,5,5,6,5,5,6,5,6
,Daily Max,10,9,9,8,8,9,9,10+,10+,10,10+,9,8,9,9,9
2019-07-18,01,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5
,02,4,4,4,4,4,4*,5,5,5,5,5,5,4,4,5,5
,03,4,4,4,4,4,4*,5,4,5,4,5,4,4,4,5,5
,04,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5
,05,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
,06,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
,07,4,5,5,4,4,4,5,4,4,3,4,3,4,4,4,5
,08,4,5,5,4,4,4,5,5,4,3,4,3,4,4,5,5
,09,4,5,5,4,4,4,5,5,4,4,4,4,4,5,6,5
,10,5,5,5,4,5,4,5,6,5,4,5,5,4,6,6,6
,11,6,5,6,5,6,5,3*,6,6,6,7,6,5,7,7,6
,12,7,6,6,6,7,7,4*,8,8,8,8,8,4,7,8,7
,13,8,6,6,6,7,8,5*,9,9,9,8,8,5,7,8,7
,14,8,7,6,6,7,8,6,10,10,10+,8,8,5,7,7,7
,15,8,6,6,6,8,8,6,9,10,10+,7,8,5,8,7,7
,16,9,6,7,8,8,8,6,8,9,10+,7,8,6,8,8,8
,17,10,7,7,8,8,8,6,7,9,10+,8,9,6,8,8,9
,18,10,8,8,8,9,9,7,7,9,10+,9,9,7,9,9,9
,19,9,9,8,8,8,8,8,8,9,10,9,9,6,9,9,9
,20,8,8,8,7,7,7,8,7,8,7,7,7,6,9,8,8
,21,6,7,7,6,6,5,7,5,6,5,5,6,5,8,7,7
,22,5,5,5,5,5,4,5,4,5,4,4,4,4,7,6,6
,23,5,5,5,5,4,4,5,4,5,3,4,4,4,6,6,6
,24,5,5,5,5,4,4,5,4,4,3,4,4,3,6,6,6
,Daily Max,10,9,8,8,9,9,8,10,10,10+,9,9,7,9,9,9
2019-07-19,01,5,5,5,5,4,4,5,4,4,3,4,4,,5,6,6
,02,5,4,5,4,4,4,5,4,4,3,4,3,3,5,5,5
,03,4,4,4,4,4,3,5,3,4,3,4,3,3,4,5,5
,04,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4
,05,4,3,3,3,3,3,4,3,3,3,3,3,2,3,4,4
,06,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3
,07,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3
,08,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3
,09,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,11,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,12,3,3,4,3,3,3,4,4,4,4,4,3,4,5,4,4
,13,4,4,5,4,4,4,4,5,4,5,5,4,4,5,4,4
,14,4,4,5,4,4,4,4,5,5,5,5,4,4,5,4,5
,15,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,5
,16,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5
,17,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,5
,18,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,5
,19,3,3,4,3,4,3,3,3,4,3,3,3,3,4,4,4
,20,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,22,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,23,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,24,3,3,3,3,3,3,3,3,3,2,2,3,2,4,4,4
,Daily Max,5,5,5,5,4,4,5,5,5,5,5,4,4,5,6,6
2019-07-20,01,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3
,02,3,3,3,2,2,3,3,2,3,2,2,2,2,3,3,3
,03,2,3,3,2,2,2,3,2,3,2,2,2,2,3,3,3
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,08,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,09,3,3,3,2,2,2,3,2,3,2,2,2,2,3,3,3
,10,3,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3
,11,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3
,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,15,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3
,16,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4
,17,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4
,18,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4
,19,3,3,3,3,2,2,3,3,3,2,3,3,2,4,3,4
,20,3,3,3,3,3,2,3,2,3,2,2,2,2,4,3,3
,21,3,3,3,3,3,2,3,2,2,2,2,2,2,4,3,3
,22,2,3,3,2,3,2,3,2,2,2,2,2,2,4,3,3
,23,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3
,24,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2019-07-21,01,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3
,02,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3
,03,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3
,04,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,11,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
,12,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3
,13,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3
,14,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3
,15,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3
,16,3,2,3,3,2,2,2,2,2,2,3,2,3,3,3,3
,17,3,2,3,3,2,2,2,2,2,2,3,2,3,2,3,3
,18,3,2,3,3,2,2,2,2,2,2,3,3,3,2,3,3
,19,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3
,20,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,Daily Max,3,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3
2019-07-22,01,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
,02,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,03,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,09,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,2
,10,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
,11,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2,2*,3,2,3*,2,2,2,2,2,2,2,2,3,3,3
,13,2,2*,3,2,3*,2,2,2,2,2,2,2,2,3,3,3
,14,2,2*,3,2,3*,2,2,2,2,2,2,2,2,4,3,3
,15,2,2,3,2,3*,2,2,2,3,3,3,2,2,4,3,3
,16,2,2,3,2,2,2,2,2,3,3,3,2,3,3,3,3
,17,2,3,3,2,2,2,2,2,3,2,3,2,3,3,3,3
,18,2,3,3,3,2,2,2,2,3,2,3,2,3,3,3,3
,19,2,3,3,3,2,2,2,2,2,2,3,2,3,4,3,3
,20,2,3,3,3,2,2,2,2,2,2,3,2,3,4,3,3
,21,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,Daily Max,2,3,3,3,3,2,2,2,3,3,3,2,3,4,3,3
2019-07-23,01,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,03,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2
,04,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
,06,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,13,2,3,3,2,2,2,2,2,3,2,2,2,2,4,3,3
,14,2,3,3,3,3,2,3,3,3,2,3,3,2,4,3,3
,15,3,3,3,3,3,2,3,3,3,2,3,3,3,4,3,3
,16,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
,17,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3
,18,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3
,19,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3
,20,2,3,3,2,2,2,2,2,3,2,3,2,2,3,3,3
,21,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3
2019-07-24,01,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,02,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3*,3
,13,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3*,3
,14,3,3,3,3,3,3,3,3,3,3,3,3,2*,3,3*,3
,15,3,3,3,3,3,3,3,3,3,3,3,3,2*,4,3*,3
,16,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3*,4
,17,2,3,3,3,3,3,3,3,3,3,3,3,2*,4,3*,3
,18,2,3,3,3,3,2,3,3,3,3,3,3,2*,3,3*,3
,19,2,3,3,3,3,2,3,2,2,2,3,3,2,3,3,3
,20,2,3,3,2,3,2,3,2,2,2,3,2,2,3,3,3
,21,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4
2019-07-25,01,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,10,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3
,12,3,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3
,13,3,2,3,3,3,2,3,3*,2,2,2,3,3,3,3,3
,14,3,3,3,3,3,3,3,3*,3,2,3*,3,3,4,3,3
,15,3,3,3,3,3,3,3,3*,3,2,3*,3,3,4,3,3
,16,3,3,3,3,3,3,3,2*,3,2,3,3,3,4,3,3
,17,3,3,3,3,3,3,3,3*,3,2,3,3,3,4,3,3
,18,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3
,19,3,3,3,3,3,2,3,3,3,2,3,3,2,4,4,3
,20,2,3,3,2,2,2,3,3,2,2,2,2,2,4,3,3
,21,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,23,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,24,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,Daily Max,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3
2019-07-26,01,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2
,09,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
,10,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2,3,3,2,2,2,2,3,2,2,2,2,2,4,3,3
,12,2,3*,3,3,3,2,3,3,3,2,3,3*,2,4,3,3
,13,3,3*,3,3,3,3,3,3,3,3,3,3*,3,4,3,3
,14,3,3*,3,3,3,3,3,3,3,3,3,3*,3,5,3,3
,15,3,3*,3,3,3,3,3,3,3,3,3,3*,3,5,3,3
,16,3,3*,3,3,3,3*,3,3,3,3,3,3*,3,5,3,3
,17,3,3*,3,3,3,3*,3,3,3,2,3,3,3,4,3,3
,18,3,3*,3,3,3,3,3,3,3,2,3,3,3,4,3,3
,19,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3
,20,2,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3
,21,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3
,22,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3
2019-07-27,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2
,07,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
,10,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
,11,2,3,3,2,2,2,2,2*,2,2,2,2,2,3,3,3
,12,3,3,3,3,3,2,3,2*,2,2,3,3,2,4,3,3
,13,3,3,3,3,3,2,3,3*,3,3,3,3*,2,4,3,3
,14,3,3,3,3,3,3,3,3*,3,3,3,3*,3,3,3,3
,15,3,3,3,3,3,3,3,4*,3,3,3,3*,3,3,3,3
,16,3,3,3,3,3,3,3,4*,4,3,4,3*,3,3,3,4
,17,2,3,3,3,3,3,3,4*,3,2,4,3*,3,3,3,3
,18,2,2,3,3,3,3,3,3*,3,2,3,3,3,4,3,3
,19,2,2,3,2,2,2,3,3*,3,2,3,3,3,3,3,3
,20,2,2,3,2,2,2,2,3*,2,2,3,2,2,3,3,3
,21,2,2,3,2,2,2,2,2*,2,2,2,2,2,2,2,3
,22,2,2,3,2,2,2,2,2*,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3
,24,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3
,Daily Max,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,4
2019-07-28,01,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,03,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,09,2,3,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,10,2,2*,2,2,2,2,2,2*,2,2,2,2,2,2,2,2
,11,2,2*,2,2,2,2,2,2*,2,2,2,2,2,3,3,2
,12,2,2*,2,2,2,2,2,2*,2,2,2,2,2,3,3,2
,13,2,2*,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,14,2,2,3,2,2,2,2,2,2,2,3,3,2,4,3,3
,15,3,2,3,3,2,2,3,2,3,2,3,3,2,4,3,3
,16,3,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3
,17,2,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3
,18,2,2,3,2,2,2,3,2,3,2,2,2,2,3,3,3
,19,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,Daily Max,3,3,3,3,2,2,3,3,3,2,3,3,3,4,3,3
2019-07-29,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,1,2,2,2*,2,2,2,2,2,2,2
,03,2,2,2,2,1,1,2,2,2*,2,2,2,2,2,2,2
,04,2,2,2,2,1,1,2,2,2*,2,2,2,2,2,2,2
,05,2,2,2,2,2,1,2,2,2*,2,2,2,2,2,2,2
,06,2,2,2,2,1,1,2,2,2*,2,2,2,2,2,2,2
,07,2,2,2,2,2,1,2,2,2*,2,2,2,2,2,2,2
,08,2,2,2,2,2,1,2,2,2*,2,2,2,2,2,2,2
,09,2,2,2,2,2,1,2,2,2*,2,2,2,1,2,2,2
,10,2,2,2,2,2,2,2,2,2*,2,2,2,1,2,2,2
,11,2,2,2,2,2,2,2,2,2*,2,2,2,2,3,3,2
,12,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,3,2
,13,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,14,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2
,15,2,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2
,16,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2
,17,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,18,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,3,2
,19,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,3,2
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,21,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,22,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,23,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,24,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,Daily Max,2,2,3,2,2,2,2,3,3,3,2,2,2,3,3,2
2019-07-30,01,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
,02,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
,03,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,13,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,14,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,15,3,3,2*,2,2,2,3,3,2,3,2,2,3,3,3,3
,16,3,3,2*,2,2,3*,3,3,2,3,2,2,3,3,3,3
,17,3,3,2*,2,2,3*,3,3,2,3,2,2,3,3,3,3
,18,3,3,2*,3,2,2,3,3,2,3,2,2,3,3,3,3
,19,3,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3
,20,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3,3
,21,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,3
2019-07-31,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
